STF,FqFm
1,0.6
2,0.496
3,0.476
4,0.52
5,0.539
6,0.512
7,0.493
8,0.506
9,0.522
10,0.515
11,0.503
12,0.504
13,0.513
14,0.513
15,0.506
16,0.506
17,0.509
18,0.51
19,0.506
20,0.504
21,0.506
22,0.507
23,0.506
24,0.505
25,0.505
26,0.505
27,0.505
28,0.504
29,0.503
30,0.503
31,0.504
32,0.503
33,0.502
34,0.502
35,0.501
36,0.502
37,0.501
38,0.502
39,0.5
40,0.501
41,0.499
42,0.499
43,0.499
44,0.498
45,0.499
46,0.499
47,0.498
48,0.498
49,0.497
50,0.498
